"RegionName","Year","Month","Ratio"
94588,2014,8,21.63
94506,2014,8,22.03
94022,2014,8,29.87
95138,2014,8,23.01
94089,2014,8,20.88
95126,2014,8,19.91
95110,2014,8,17.38
94703,2014,8,21.51
94127,2014,8,25.73
94502,2014,8,20.78
94595,2014,8,17.33
94706,2014,8,21.38
94301,2014,8,29.94
94805,2014,8,16.16
94702,2014,8,21.67
94960,2014,8,20.65
94563,2014,8,22.18
94945,2014,8,17.83
94707,2014,8,23.34
94552,2014,8,21.91
94618,2014,8,22.62
95134,2014,8,19.06
94705,2014,8,23.54
94920,2014,8,22.62
94108,2014,8,18.46
94965,2014,8,20.65
94904,2014,8,22.2
94556,2014,8,22.01
94612,2014,8,16.21
94708,2014,8,22.82
94041,2014,8,27.3
94507,2014,8,22.27
94597,2014,8,19.76
94709,2014,8,20.85
94949,2014,8,17.34
94542,2014,8,20.78
94065,2014,8,23.04
94305,2014,8,29.41
95030,2014,8,29.62
94517,2014,8,19.94
94019,2014,8,20.89
95130,2014,8,24.89
94572,2014,8,15.62
94505,2014,8,19.22
94925,2014,8,21.13
95119,2014,8,21.11
94027,2014,8,26.4
94930,2014,8,17.98
95033,2014,8,23.92
94028,2014,8,25.84
94939,2014,8,21.51
95139,2014,8,20.67
94105,2014,8,22.32
94005,2014,8,19.14
94710,2014,8,21.6
95046,2014,8,25.25
94111,2014,8,21.01
94525,2014,8,15.56
94038,2014,8,20.96
94937,2014,8,24.44
94158,2014,8,21.95
94970,2014,8,23.68
94020,2014,8,20.08
94565,2014,9,13.97
94112,2014,9,18.6
94544,2014,9,16.98
94110,2014,9,22.7
94587,2014,9,20.17
95035,2014,9,21.12
94538,2014,9,21.07
94501,2014,9,20.6
94536,2014,9,22
94513,2014,9,17.04
95111,2014,9,17.26
95127,2014,9,17.94
94806,2014,9,13.69
95123,2014,9,20.46
94509,2014,9,13.61
94122,2014,9,21.73
94080,2014,9,19.06
95122,2014,9,16.69
94109,2014,9,19.79
94015,2014,9,19.33
94541,2014,9,17.22
95020,2014,9,18.49
94087,2014,9,29.15
95051,2014,9,22.3
95125,2014,9,24.52
94539,2014,9,23.98
95112,2014,9,18.09
95014,2014,9,29.75
95116,2014,9,16.57
95148,2014,9,20.89
94601,2014,9,14.24
94014,2014,9,17.62
94550,2014,9,20.65
94553,2014,9,16.93
95136,2014,9,20.18
94901,2014,9,18.78
95037,2014,9,21.02
94086,2014,9,25.09
94025,2014,9,25.66
94560,2014,9,19.6
95008,2014,9,22.65
94577,2014,9,17.91
94303,2014,9,26.67
94116,2014,9,21.13
94121,2014,9,24.4
94546,2014,9,20
95124,2014,9,22.9
94551,2014,9,19.02
95129,2014,9,28.53
94118,2014,9,26.46
94605,2014,9,16.47
94066,2014,9,19.49
94403,2014,9,22.34
94010,2014,9,26.33
94520,2014,9,15.01
95132,2014,9,21.65
94117,2014,9,23.84
94583,2014,9,20.68
94124,2014,9,15.78
94568,2014,9,20.41
94555,2014,9,22.76
94804,2014,9,14.28
94606,2014,9,15.39
94134,2014,9,17.52
94561,2014,9,14.89
94566,2014,9,23.24
94044,2014,9,19.2
94578,2014,9,17.42
94523,2014,9,19.55
95120,2014,9,26.5
94401,2014,9,19.32
95128,2014,9,21.03
95121,2014,9,19
94132,2014,9,20.5
94115,2014,9,23.25
94521,2014,9,17.74
94404,2014,9,22.71
95070,2014,9,29.49
94621,2014,9,11.21
94061,2014,9,22.72
94582,2014,9,21.43
94526,2014,9,21.79
94531,2014,9,14.93
94040,2014,9,28.67
94114,2014,9,25.68
95117,2014,9,21.84
94801,2014,9,12.16
95050,2014,9,21.17
94611,2014,9,21.89
94063,2014,9,19
94603,2014,9,12.18
94545,2014,9,17.22
94598,2014,9,20.88
94580,2014,9,17.33
94941,2014,9,21.29
95131,2014,9,20.84
94002,2014,9,23.42
94133,2014,9,22.16
94306,2014,9,29.61
94608,2014,9,16.75
94062,2014,9,24.74
95133,2014,9,19.02
94610,2014,9,20.95
94530,2014,9,20.9
94602,2014,9,20.39
94402,2014,9,24.64
94549,2014,9,22.19
94903,2014,9,17.71
94043,2014,9,21.18
94131,2014,9,24.14
94070,2014,9,23.98
94518,2014,9,18.06
94102,2014,9,17.81
94947,2014,9,17.34
95054,2014,9,21.16
94607,2014,9,14.79
94619,2014,9,18.98
94107,2014,9,20.45
94103,2014,9,18.77
94123,2014,9,27.88
94085,2014,9,20.46
95032,2014,9,27.53
94579,2014,9,17.79
95135,2014,9,23.83
94547,2014,9,16.57
95118,2014,9,21.52
94609,2014,9,20.5
94030,2014,9,24.68
94024,2014,9,29.62
94704,2014,9,20.65
94519,2014,9,16.12
94564,2014,9,15.98
94596,2014,9,20.58
94803,2014,9,16.48
94588,2014,9,21.39
94506,2014,9,21.79
94022,2014,9,29.83
95138,2014,9,22.73
94089,2014,9,20.71
95126,2014,9,19.7
95110,2014,9,17.26
94703,2014,9,20.94
94127,2014,9,24.84
94502,2014,9,20.42
94595,2014,9,17.14
94706,2014,9,20.8
94301,2014,9,29.81
94805,2014,9,16.17
94702,2014,9,20.9
94960,2014,9,20.6
94563,2014,9,21.92
94945,2014,9,17.75
94707,2014,9,22.63
94552,2014,9,21.77
94618,2014,9,22.42
95134,2014,9,19.13
94705,2014,9,23.27
94920,2014,9,22.45
94108,2014,9,18.42
94965,2014,9,20.59
94904,2014,9,22.18
94556,2014,9,21.82
94612,2014,9,15.88
94708,2014,9,22.34
94041,2014,9,26.91
94507,2014,9,22.1
94597,2014,9,19.63
94709,2014,9,20.53
94949,2014,9,17.38
94542,2014,9,20.7
94065,2014,9,22.85
94305,2014,9,28.61
95030,2014,9,29.64
94517,2014,9,19.79
94019,2014,9,20.46
95130,2014,9,24.76
94572,2014,9,15.58
94505,2014,9,18.76
94925,2014,9,20.96
95119,2014,9,20.58
94027,2014,9,26.1
94930,2014,9,17.79
95033,2014,9,23.3
94028,2014,9,25.7
94939,2014,9,21.34
95139,2014,9,20.33
94105,2014,9,21.99
94005,2014,9,18.68
94710,2014,9,20.86
95046,2014,9,24.43
94111,2014,9,20.85
94525,2014,9,15.62
94038,2014,9,20.73
94937,2014,9,23.94
94158,2014,9,21.58
94970,2014,9,23.37
94020,2014,9,19.81
94565,2014,10,13.89
94112,2014,10,18.42
94544,2014,10,16.91
94110,2014,10,21.89
94587,2014,10,20.03
95035,2014,10,21
94538,2014,10,21
94501,2014,10,20.27
94536,2014,10,21.93
94513,2014,10,16.94
95111,2014,10,17.04
95127,2014,10,17.75
94806,2014,10,13.51
95123,2014,10,20.3
94509,2014,10,13.55
94122,2014,10,21.19
94080,2014,10,18.63
95122,2014,10,16.46
94109,2014,10,19.76
94015,2014,10,18.93
94541,2014,10,17.04
95020,2014,10,18.01
94087,2014,10,29.35
95051,2014,10,22.26
95125,2014,10,24.41
94539,2014,10,23.83
95112,2014,10,17.95
95014,2014,10,29.82
95116,2014,10,16.38
95148,2014,10,20.66
94601,2014,10,14.13
94014,2014,10,17.24
94550,2014,10,20.66
94553,2014,10,16.77
95136,2014,10,20.02
94901,2014,10,18.92
95037,2014,10,20.74
94086,2014,10,24.85
94025,2014,10,25.72
94560,2014,10,19.32
95008,2014,10,22.57
94577,2014,10,17.71
94303,2014,10,26.54
94116,2014,10,20.6
94121,2014,10,23.23
94546,2014,10,19.86
95124,2014,10,22.84
94551,2014,10,18.9
95129,2014,10,28.52
94118,2014,10,25.46
94605,2014,10,16.28
94066,2014,10,19.11
94403,2014,10,21.91
94010,2014,10,26.2
94520,2014,10,14.84
95132,2014,10,21.51
94117,2014,10,22.88
94583,2014,10,20.53
94124,2014,10,15.55
94568,2014,10,20.62
94555,2014,10,22.8
94804,2014,10,13.92
94606,2014,10,15.22
94134,2014,10,17.37
94561,2014,10,14.77
94566,2014,10,23.2
94044,2014,10,18.9
94578,2014,10,17.22
94523,2014,10,19.36
95120,2014,10,26.33
94401,2014,10,18.96
95128,2014,10,20.92
95121,2014,10,18.81
94132,2014,10,19.93
94115,2014,10,22.5
94521,2014,10,17.64
94404,2014,10,22.36
95070,2014,10,29.58
94621,2014,10,11.16
94061,2014,10,22.54
94582,2014,10,21.23
94526,2014,10,21.77
94531,2014,10,14.81
94040,2014,10,28.78
94114,2014,10,24.78
95117,2014,10,21.66
94801,2014,10,11.97
95050,2014,10,21.06
94611,2014,10,21.5
94063,2014,10,18.62
94603,2014,10,12.07
94545,2014,10,17.14
94598,2014,10,20.76
94580,2014,10,17.17
94941,2014,10,21.1
95131,2014,10,20.65
94002,2014,10,23.16
94133,2014,10,21.63
94306,2014,10,29.58
94608,2014,10,16.62
94062,2014,10,24.93
95133,2014,10,18.91
94610,2014,10,20.74
94530,2014,10,20.56
94602,2014,10,20.02
94402,2014,10,24.47
94549,2014,10,22.01
94903,2014,10,17.88
94043,2014,10,21.26
94131,2014,10,23.38
94070,2014,10,23.95
94518,2014,10,17.94
94102,2014,10,17.83
94947,2014,10,17.41
95054,2014,10,21.01
94607,2014,10,14.79
94619,2014,10,18.78
94107,2014,10,20.09
94103,2014,10,18.77
94123,2014,10,27.68
94085,2014,10,20.13
95032,2014,10,27.4
94579,2014,10,17.64
95135,2014,10,23.75
94547,2014,10,16.46
95118,2014,10,21.26
94609,2014,10,19.81
94030,2014,10,24.1
94024,2014,10,29.66
94704,2014,10,20.19
94519,2014,10,16.02
94564,2014,10,15.84
94596,2014,10,20.61
94803,2014,10,16.34
94588,2014,10,21.47
94506,2014,10,21.69
94022,2014,10,29.84
95138,2014,10,22.44
94089,2014,10,20.64
95126,2014,10,19.74
95110,2014,10,17.17
94703,2014,10,20.28
94127,2014,10,23.84
94502,2014,10,20.32
94595,2014,10,16.89
94706,2014,10,20.23
94301,2014,10,29.77
94805,2014,10,15.83
94702,2014,10,20.18
94960,2014,10,20.24
94563,2014,10,21.83
94945,2014,10,17.74
94707,2014,10,22.17
94552,2014,10,21.93
94618,2014,10,22.07
95134,2014,10,19.08
94705,2014,10,23.18
94920,2014,10,22.59
94108,2014,10,18.56
94965,2014,10,20.72
94904,2014,10,22.23
94556,2014,10,21.74
94612,2014,10,15.79
94708,2014,10,21.86
94041,2014,10,26.65
94507,2014,10,21.95
94597,2014,10,19.36
94709,2014,10,20.03
94949,2014,10,17.4
94542,2014,10,20.89
94065,2014,10,22.47
94305,2014,10,28.65
95030,2014,10,29.67
94517,2014,10,19.55
94019,2014,10,20.14
95130,2014,10,24.58
94572,2014,10,15.44
94505,2014,10,18.72
94925,2014,10,20.83
95119,2014,10,20.47
94027,2014,10,26.11
94930,2014,10,17.79
95033,2014,10,22.92
94028,2014,10,25.84
94939,2014,10,21.37
95139,2014,10,20.12
94105,2014,10,21.68
94005,2014,10,18.28
94710,2014,10,20.17
95046,2014,10,23.81
94111,2014,10,20.61
94525,2014,10,15.5
94038,2014,10,20.43
94937,2014,10,23.35
94158,2014,10,21.11
94970,2014,10,23.11
94020,2014,10,19.94
94565,2014,11,13.83
94112,2014,11,18.53
94544,2014,11,16.8
94110,2014,11,21.62
94587,2014,11,19.96
95035,2014,11,20.97
94538,2014,11,21.05
94501,2014,11,20.25
94536,2014,11,21.97
94513,2014,11,16.98
95111,2014,11,16.88
95127,2014,11,17.59
94806,2014,11,13.39
95123,2014,11,20.14
94509,2014,11,13.48
94122,2014,11,20.81
94080,2014,11,18.44
95122,2014,11,16.29
94109,2014,11,19.65
94015,2014,11,18.77
94541,2014,11,16.97
95020,2014,11,17.69
94087,2014,11,29.68
95051,2014,11,22.35
95125,2014,11,24.48
94539,2014,11,23.77
95112,2014,11,17.83
95014,2014,11,30.12
95116,2014,11,16.2
95148,2014,11,20.36
94601,2014,11,13.92
94014,2014,11,17.18
94550,2014,11,20.59
94553,2014,11,16.78
95136,2014,11,19.9
94901,2014,11,18.87
95037,2014,11,20.65
94086,2014,11,24.88
94025,2014,11,25.82
94560,2014,11,19.2
95008,2014,11,22.53
94577,2014,11,17.52
94303,2014,11,26.18
94116,2014,11,20.43
94121,2014,11,22.61
94546,2014,11,19.71
95124,2014,11,22.73
94551,2014,11,18.91
95129,2014,11,28.63
94118,2014,11,25.35
94605,2014,11,16.23
94066,2014,11,18.86
94403,2014,11,21.69
94010,2014,11,26.24
94520,2014,11,14.67
95132,2014,11,21.43
94117,2014,11,22.8
94583,2014,11,20.65
94124,2014,11,15.3
94568,2014,11,20.68
94555,2014,11,22.75
94804,2014,11,13.73
94606,2014,11,15.05
94134,2014,11,17.23
94561,2014,11,14.76
94566,2014,11,23.16
94044,2014,11,18.77
94578,2014,11,17.17
94523,2014,11,19.36
95120,2014,11,26.3
94401,2014,11,18.7
95128,2014,11,20.92
95121,2014,11,18.68
94132,2014,11,19.71
94115,2014,11,22.19
94521,2014,11,17.61
94404,2014,11,22.24
95070,2014,11,29.89
94621,2014,11,11.04
94061,2014,11,22.29
94582,2014,11,21.26
94526,2014,11,21.77
94531,2014,11,14.84
94040,2014,11,29.01
94114,2014,11,24.69
95117,2014,11,21.6
94801,2014,11,11.72
95050,2014,11,21.06
94611,2014,11,21.31
94063,2014,11,18.34
94603,2014,11,11.91
94545,2014,11,16.92
94598,2014,11,20.84
94580,2014,11,17.11
94941,2014,11,21.33
95131,2014,11,20.56
94002,2014,11,23.18
94133,2014,11,21.78
94306,2014,11,29.84
94608,2014,11,16.3
94062,2014,11,25.14
95133,2014,11,18.78
94610,2014,11,20.81
94530,2014,11,20.51
94602,2014,11,19.8
94402,2014,11,24.62
94549,2014,11,22.03
94903,2014,11,17.91
94043,2014,11,21.3
94131,2014,11,23.46
94070,2014,11,24.05
94518,2014,11,17.93
94102,2014,11,17.47
94947,2014,11,17.58
95054,2014,11,21.09
94607,2014,11,14.92
94619,2014,11,18.54
94107,2014,11,19.64
94103,2014,11,18.52
94123,2014,11,27.9
94085,2014,11,20.26
95032,2014,11,27.48
94579,2014,11,17.58
95135,2014,11,23.73
94547,2014,11,16.47
95118,2014,11,21.22
94609,2014,11,19.54
94030,2014,11,24.07
94024,2014,11,29.92
94704,2014,11,20.34
94519,2014,11,15.84
94564,2014,11,15.75
94596,2014,11,20.62
94803,2014,11,16.17
94588,2014,11,21.56
94506,2014,11,21.72
94022,2014,11,30.11
95138,2014,11,22.33
94089,2014,11,20.65
95126,2014,11,19.74
95110,2014,11,17.13
94703,2014,11,20.18
94127,2014,11,23.6
94502,2014,11,20.34
94595,2014,11,16.74
94706,2014,11,20.21
94301,2014,11,29.98
94805,2014,11,15.58
94702,2014,11,20.03
94960,2014,11,19.93
94563,2014,11,21.85
94945,2014,11,17.91
94707,2014,11,22.25
94552,2014,11,21.85
94618,2014,11,22.31
95134,2014,11,18.85
94705,2014,11,23.23
94920,2014,11,22.92
94108,2014,11,18.5
94965,2014,11,20.87
94904,2014,11,22.42
94556,2014,11,21.75
94612,2014,11,15.61
94708,2014,11,21.88
94041,2014,11,26.5
94507,2014,11,21.97
94597,2014,11,19.36
94709,2014,11,20.03
94949,2014,11,17.53
94542,2014,11,20.76
94065,2014,11,22.29
94305,2014,11,28.92
95030,2014,11,29.89
94517,2014,11,19.68
94019,2014,11,20.09
95130,2014,11,24.52
94572,2014,11,15.3
94505,2014,11,18.58
94925,2014,11,20.82
95119,2014,11,20.35
94027,2014,11,26.22
94930,2014,11,18.07
95033,2014,11,22.57
94028,2014,11,25.99
94939,2014,11,21.61
95139,2014,11,19.89
94105,2014,11,21.41
94005,2014,11,18.03
94710,2014,11,20.04
95046,2014,11,23.38
94111,2014,11,20.53
94525,2014,11,15.5
94038,2014,11,20.51
94937,2014,11,23.15
94158,2014,11,20.88
94970,2014,11,23.32
94020,2014,11,19.97
94565,2014,12,13.81
94112,2014,12,18.61
94544,2014,12,16.68
94110,2014,12,21.44
94587,2014,12,19.91
95035,2014,12,20.9
94538,2014,12,21.18
94501,2014,12,20.47
94536,2014,12,21.99
94513,2014,12,17.12
95111,2014,12,16.78
95127,2014,12,17.49
94806,2014,12,13.22
95123,2014,12,19.99
94509,2014,12,13.45
94122,2014,12,20.4
94080,2014,12,18.3
95122,2014,12,16.28
94109,2014,12,19.52
94015,2014,12,18.56
94541,2014,12,16.85
95020,2014,12,17.58
94087,2014,12,30.11
95051,2014,12,22.38
95125,2014,12,24.29
94539,2014,12,23.69
95112,2014,12,17.69
95014,2014,12,30.39
95116,2014,12,16.05
95148,2014,12,20.15
94601,2014,12,13.77
94014,2014,12,17.41
94550,2014,12,20.56
94553,2014,12,16.88
95136,2014,12,19.82
94901,2014,12,18.97
95037,2014,12,20.62
94086,2014,12,24.92
94025,2014,12,26.29
94560,2014,12,19.19
95008,2014,12,22.55
94577,2014,12,17.38
94303,2014,12,26.61
94116,2014,12,20.04
94121,2014,12,22.41
94546,2014,12,19.57
95124,2014,12,22.71
94551,2014,12,18.92
95129,2014,12,28.82
94118,2014,12,25.38
94605,2014,12,16.39
94066,2014,12,18.65
94403,2014,12,21.82
94010,2014,12,26.62
94520,2014,12,14.52
95132,2014,12,21.47
94117,2014,12,22.88
94583,2014,12,20.81
94124,2014,12,15.3
94568,2014,12,20.61
94555,2014,12,22.55
94804,2014,12,13.57
94606,2014,12,14.83
94134,2014,12,17.26
94561,2014,12,14.85
94566,2014,12,23.05
94044,2014,12,18.67
94578,2014,12,17.16
94523,2014,12,19.26
95120,2014,12,25.96
94401,2014,12,18.65
95128,2014,12,20.9
95121,2014,12,18.51
94132,2014,12,19.3
94115,2014,12,22.12
94521,2014,12,17.68
94404,2014,12,22.42
95070,2014,12,30.25
94621,2014,12,10.96
94061,2014,12,22.42
94582,2014,12,21.38
94526,2014,12,21.74
94531,2014,12,14.91
94040,2014,12,29.32
94114,2014,12,24.62
95117,2014,12,21.79
94801,2014,12,11.56
95050,2014,12,21.12
94611,2014,12,21.13
94063,2014,12,18.19
94603,2014,12,11.85
94545,2014,12,16.79
94598,2014,12,20.68
94580,2014,12,16.99
94941,2014,12,21.49
95131,2014,12,20.46
94002,2014,12,23.32
94133,2014,12,21.9
94306,2014,12,30.2
94608,2014,12,16.02
94062,2014,12,25.35
95133,2014,12,18.58
94610,2014,12,20.76
94530,2014,12,20.29
94602,2014,12,19.63
94402,2014,12,24.87
94549,2014,12,22.03
94903,2014,12,18.06
94043,2014,12,21.49
94131,2014,12,23.47
94070,2014,12,24.29
94518,2014,12,17.88
94102,2014,12,17.26
94947,2014,12,17.6
95054,2014,12,20.99
94607,2014,12,14.91
94619,2014,12,18.36
94107,2014,12,19.33
94103,2014,12,18.37
94123,2014,12,27.6
94085,2014,12,20.29
95032,2014,12,27.65
94579,2014,12,17.46
95135,2014,12,23.66
94547,2014,12,16.54
95118,2014,12,21.36
94609,2014,12,19.11
94030,2014,12,24.33
94024,2014,12,30.28
94704,2014,12,20.24
94519,2014,12,15.83
94564,2014,12,15.68
94596,2014,12,20.53
94803,2014,12,16.17
94588,2014,12,21.49
94506,2014,12,21.73
94022,2014,12,30.44
95138,2014,12,22.24
94089,2014,12,20.54
95126,2014,12,19.66
95110,2014,12,17
94703,2014,12,20.09
94127,2014,12,23.22
94502,2014,12,20.46
94595,2014,12,16.58
94706,2014,12,20.01
94301,2014,12,30.27
94805,2014,12,15.29
94702,2014,12,19.83
94960,2014,12,19.87
94563,2014,12,21.86
94945,2014,12,18.02
94707,2014,12,22.53
94552,2014,12,21.65
94618,2014,12,22.43
95134,2014,12,18.55
94705,2014,12,23.26
94920,2014,12,23.19
94108,2014,12,18.35
94965,2014,12,21.12
94904,2014,12,22.46
94556,2014,12,21.78
94612,2014,12,15.38
94708,2014,12,22.03
94041,2014,12,26.42
94507,2014,12,21.93
94597,2014,12,19.11
94709,2014,12,19.9
94949,2014,12,17.58
94542,2014,12,20.53
94065,2014,12,22.52
94305,2014,12,29.67
95030,2014,12,30.19
94517,2014,12,19.73
94019,2014,12,19.89
95130,2014,12,24.47
94572,2014,12,15.24
94505,2014,12,18.63
94925,2014,12,20.82
95119,2014,12,20.22
94027,2014,12,26.67
94930,2014,12,18.38
95033,2014,12,22.3
94028,2014,12,26.52
94939,2014,12,21.6
95139,2014,12,19.71
94105,2014,12,20.9
94005,2014,12,18.1
94710,2014,12,19.81
95046,2014,12,23.18
94111,2014,12,20.04
94525,2014,12,15.4
94038,2014,12,20.25
94937,2014,12,22.75
94158,2014,12,20.91
94970,2014,12,23.64
94020,2014,12,20.06
94565,2015,1,13.77
94112,2015,1,18.41
94544,2015,1,16.55
94110,2015,1,21.17
94587,2015,1,19.79
95035,2015,1,20.74
94538,2015,1,21.18
94501,2015,1,20.76
94536,2015,1,21.87
94513,2015,1,17.14
95111,2015,1,16.72
95127,2015,1,17.35
94806,2015,1,13.03
95123,2015,1,19.89
94509,2015,1,13.36
94122,2015,1,20.42
94080,2015,1,18.24
95122,2015,1,16.25
94109,2015,1,19.22
94015,2015,1,18.47
94541,2015,1,16.75
95020,2015,1,17.62
94087,2015,1,29.93
95051,2015,1,22.38
95125,2015,1,24.23
94539,2015,1,23.66
95112,2015,1,17.62
95014,2015,1,30.32
95116,2015,1,16.04
95148,2015,1,20.11
94601,2015,1,13.6
94014,2015,1,17.33
94550,2015,1,20.51
94553,2015,1,16.82
95136,2015,1,19.77
94901,2015,1,18.88
95037,2015,1,20.81
94086,2015,1,24.89
94025,2015,1,26.43
94560,2015,1,19.17
95008,2015,1,22.67
94577,2015,1,17.28
94303,2015,1,26.46
94116,2015,1,20.17
94121,2015,1,22.35
94546,2015,1,19.4
95124,2015,1,22.76
94551,2015,1,18.95
95129,2015,1,28.8
94118,2015,1,25.32
94605,2015,1,16.51
94066,2015,1,18.61
94403,2015,1,21.72
94010,2015,1,26.63
94520,2015,1,14.36
95132,2015,1,21.45
94117,2015,1,22.62
94583,2015,1,20.89
94124,2015,1,15.08
94568,2015,1,20.38
94555,2015,1,22.42
94804,2015,1,13.45
94606,2015,1,14.86
94134,2015,1,16.93
94561,2015,1,14.84
94566,2015,1,23.01
94044,2015,1,18.62
94578,2015,1,17.12
94523,2015,1,19.32
95120,2015,1,26.06
94401,2015,1,18.5
95128,2015,1,20.94
95121,2015,1,18.46
94132,2015,1,19.27
94115,2015,1,21.65
94521,2015,1,17.58
94404,2015,1,22.13
95070,2015,1,30.23
94621,2015,1,10.94
94061,2015,1,22.33
94582,2015,1,21.26
94526,2015,1,21.63
94531,2015,1,14.93
94040,2015,1,29.22
94114,2015,1,24.59
95117,2015,1,21.98
94801,2015,1,11.51
95050,2015,1,21.2
94611,2015,1,21.45
94063,2015,1,18.08
94603,2015,1,11.9
94545,2015,1,16.67
94598,2015,1,20.42
94580,2015,1,16.92
94941,2015,1,21.58
95131,2015,1,20.39
94002,2015,1,23.31
94133,2015,1,21.3
94306,2015,1,30.17
94608,2015,1,15.82
94062,2015,1,25.26
95133,2015,1,18.47
94610,2015,1,21.24
94530,2015,1,20.34
94602,2015,1,19.58
94402,2015,1,24.8
94549,2015,1,21.87
94903,2015,1,18
94043,2015,1,21.46
94131,2015,1,23.53
94070,2015,1,24.19
94518,2015,1,17.87
94102,2015,1,17.13
94947,2015,1,17.59
95054,2015,1,20.94
94607,2015,1,14.86
94619,2015,1,18.34
94107,2015,1,19.1
94103,2015,1,18.21
94123,2015,1,27.16
94085,2015,1,20.41
95032,2015,1,27.65
94579,2015,1,17.39
95135,2015,1,23.76
94547,2015,1,16.52
95118,2015,1,21.57
94609,2015,1,18.95
94030,2015,1,24.22
94024,2015,1,30.22
94704,2015,1,20.63
94519,2015,1,15.67
94564,2015,1,15.42
94596,2015,1,20.38
94803,2015,1,16.09
94588,2015,1,21.42
94506,2015,1,21.6
94022,2015,1,30.36
95138,2015,1,22.24
94089,2015,1,20.37
95126,2015,1,19.72
95110,2015,1,16.99
94703,2015,1,20.37
94127,2015,1,23.78
94502,2015,1,20.68
94595,2015,1,16.63
94706,2015,1,19.93
94301,2015,1,30.13
94805,2015,1,15.1
94702,2015,1,19.9
94960,2015,1,19.93
94563,2015,1,21.74
94945,2015,1,18.08
94707,2015,1,22.92
94552,2015,1,21.53
94618,2015,1,22.83
95134,2015,1,18.66
94705,2015,1,23.27
94920,2015,1,23.38
94108,2015,1,18.15
94965,2015,1,21.25
94904,2015,1,22.58
94556,2015,1,21.6
94612,2015,1,15.42
94708,2015,1,22.3
94041,2015,1,26.73
94507,2015,1,21.8
94597,2015,1,19.03
94709,2015,1,20.1
94949,2015,1,17.53
94542,2015,1,20.27
94065,2015,1,22.4
94305,2015,1,29.58
95030,2015,1,30.03
94517,2015,1,19.8
94019,2015,1,20.02
95130,2015,1,24.31
94572,2015,1,14.98
94505,2015,1,18.75
94925,2015,1,20.71
95119,2015,1,20.25
94027,2015,1,26.79
94930,2015,1,18.29
95033,2015,1,22.22
94028,2015,1,26.7
94939,2015,1,21.75
95139,2015,1,19.53
94105,2015,1,20.55
94005,2015,1,18.16
94710,2015,1,19.76
95046,2015,1,23.17
94111,2015,1,19.1
94525,2015,1,15.34
94038,2015,1,20.32
94937,2015,1,23.1
94158,2015,1,20.62
94970,2015,1,23.94
94020,2015,1,20.18
94565,2015,2,13.84
94112,2015,2,18.34
94544,2015,2,16.56
94110,2015,2,21.14
94587,2015,2,19.85
95035,2015,2,20.77
94538,2015,2,21.2
94501,2015,2,21.07
94536,2015,2,21.88
94513,2015,2,17.12
95111,2015,2,16.74
95127,2015,2,17.43
94806,2015,2,13.04
95123,2015,2,19.83
94509,2015,2,13.37
94122,2015,2,20.34
94080,2015,2,18.23
95122,2015,2,16.24
94109,2015,2,19.08
94015,2015,2,18.39
94541,2015,2,16.8
95020,2015,2,17.72
94087,2015,2,29.84
95051,2015,2,22.44
95125,2015,2,24.3
94539,2015,2,23.9
95112,2015,2,17.73
95014,2015,2,30.28
95116,2015,2,16.07
95148,2015,2,20.23
94601,2015,2,13.85
94014,2015,2,17.57
94550,2015,2,20.47
94553,2015,2,16.8
95136,2015,2,19.79
94901,2015,2,18.59
95037,2015,2,21
94086,2015,2,24.93
94025,2015,2,26.66
94560,2015,2,19.28
95008,2015,2,22.83
94577,2015,2,17.19
94303,2015,2,26.28
94116,2015,2,20.33
94121,2015,2,22.68
94546,2015,2,19.38
95124,2015,2,22.89
94551,2015,2,19.06
95129,2015,2,28.94
94118,2015,2,25.58
94605,2015,2,16.5
94066,2015,2,18.79
94403,2015,2,21.92
94010,2015,2,26.73
94520,2015,2,14.34
95132,2015,2,21.52
94117,2015,2,22.86
94583,2015,2,20.74
94124,2015,2,15.14
94568,2015,2,20.2
94555,2015,2,22.43
94804,2015,2,13.53
94606,2015,2,15.01
94134,2015,2,16.83
94561,2015,2,14.85
94566,2015,2,23.18
94044,2015,2,18.66
94578,2015,2,17.1
94523,2015,2,19.35
95120,2015,2,26.38
94401,2015,2,18.76
95128,2015,2,20.95
95121,2015,2,18.43
94132,2015,2,19.3
94115,2015,2,21.71
94521,2015,2,17.49
94404,2015,2,22.31
95070,2015,2,30.19
94621,2015,2,11.03
94061,2015,2,22.49
94582,2015,2,21.11
94526,2015,2,21.56
94531,2015,2,14.96
94040,2015,2,29.13
94114,2015,2,24.84
95117,2015,2,22.07
94801,2015,2,11.58
95050,2015,2,21.37
94611,2015,2,21.98
94063,2015,2,18.08
94603,2015,2,12.04
94545,2015,2,16.61
94598,2015,2,20.31
94580,2015,2,16.96
94941,2015,2,21.49
95131,2015,2,20.42
94002,2015,2,23.5
94133,2015,2,21.2
94306,2015,2,30.29
94608,2015,2,15.62
94062,2015,2,25.44
95133,2015,2,18.38
94610,2015,2,22.19
94530,2015,2,20.43
94602,2015,2,20.07
94402,2015,2,24.97
94549,2015,2,21.76
94903,2015,2,18.13
94043,2015,2,21.88
94131,2015,2,23.65
94070,2015,2,24.48
94518,2015,2,17.92
94102,2015,2,17.12
94947,2015,2,17.65
95054,2015,2,21.03
94607,2015,2,14.69
94619,2015,2,18.46
94107,2015,2,19.06
