"RegionName","Year","Month","Ratio"
95127,2011,12,13.53
94806,2011,12,9.11
95123,2011,12,16.14
94509,2011,12,8.16
94122,2011,12,20.11
94080,2011,12,16.33
95122,2011,12,12.19
94109,2011,12,17.63
94015,2011,12,16.68
94541,2011,12,12.44
95020,2011,12,13.73
94087,2011,12,24.17
95051,2011,12,19.17
95125,2011,12,21.41
94539,2011,12,21.35
95112,2011,12,14.32
95014,2011,12,25.46
95116,2011,12,12.25
95148,2011,12,16.88
94601,2011,12,9.49
94014,2011,12,16.04
94550,2011,12,15.99
94553,2011,12,13.43
95136,2011,12,16.47
94901,2011,12,17.94
95037,2011,12,17.54
94086,2011,12,20.8
94025,2011,12,22.38
94560,2011,12,15.43
95008,2011,12,20.54
94577,2011,12,13.72
94303,2011,12,22.08
94116,2011,12,20.36
94121,2011,12,22.07
94546,2011,12,15.88
95124,2011,12,20.27
94551,2011,12,14.2
95129,2011,12,24.59
94118,2011,12,23.45
94605,2011,12,11.42
94066,2011,12,16.98
94403,2011,12,19.16
94010,2011,12,23.43
94520,2011,12,10.12
95132,2011,12,18.45
94117,2011,12,19.36
94583,2011,12,17.65
94124,2011,12,13.82
94568,2011,12,16.4
94555,2011,12,18.8
94804,2011,12,8.49
94606,2011,12,11.56
94134,2011,12,16.51
94561,2011,12,9.32
94566,2011,12,21.01
94044,2011,12,16.43
94578,2011,12,13.49
94523,2011,12,15.76
95120,2011,12,23.67
94401,2011,12,15.78
95128,2011,12,18.09
95121,2011,12,14.72
94132,2011,12,18.52
94115,2011,12,19.82
94521,2011,12,13.34
94404,2011,12,19.13
95070,2011,12,25.5
94621,2011,12,6.69
94061,2011,12,19.28
94582,2011,12,18.34
94526,2011,12,19.19
94531,2011,12,9.66
94040,2011,12,24.89
94114,2011,12,21.5
95117,2011,12,19.14
94801,2011,12,7.68
95050,2011,12,18.15
94611,2011,12,20.18
94063,2011,12,13.52
94603,2011,12,8.09
94545,2011,12,12.94
94598,2011,12,18.54
94580,2011,12,13.78
94941,2011,12,20.15
95131,2011,12,16.9
94002,2011,12,20.48
94133,2011,12,20.03
94306,2011,12,25.52
94608,2011,12,12.64
94062,2011,12,22.09
95133,2011,12,14.1
94610,2011,12,20.16
94530,2011,12,18.42
94602,2011,12,17.72
94402,2011,12,22.03
94549,2011,12,19.44
94903,2011,12,17.26
94043,2011,12,18.98
94131,2011,12,20.02
94070,2011,12,20.85
94518,2011,12,14.08
94102,2011,12,14.39
94947,2011,12,14.63
95054,2011,12,17.66
94607,2011,12,12.72
94619,2011,12,15.59
94107,2011,12,16.57
94103,2011,12,15.19
94123,2011,12,24.35
94085,2011,12,16.46
95032,2011,12,24.86
94579,2011,12,14.76
95135,2011,12,20.24
94547,2011,12,12.68
95118,2011,12,18.42
94609,2011,12,16.47
94030,2011,12,21.99
94024,2011,12,25.58
94704,2011,12,19.17
94519,2011,12,12.13
94564,2011,12,12.24
94596,2011,12,18.91
94803,2011,12,12.33
94588,2011,12,19.57
94506,2011,12,19.13
94022,2011,12,25.48
95138,2011,12,19.09
94089,2011,12,16.04
95126,2011,12,17.08
95110,2011,12,13.7
94703,2011,12,18.52
94127,2011,12,22.12
94502,2011,12,19.15
94595,2011,12,12.58
94706,2011,12,19.4
94301,2011,12,25.56
94805,2011,12,11.11
94702,2011,12,17.85
94960,2011,12,20.68
94563,2011,12,19.39
94945,2011,12,15.16
94707,2011,12,20.93
94552,2011,12,18.69
94618,2011,12,20.72
95134,2011,12,16.42
94705,2011,12,21.16
94920,2011,12,22.64
94108,2011,12,17.43
94965,2011,12,18.89
94904,2011,12,21.74
94556,2011,12,19.31
94612,2011,12,13.27
94708,2011,12,20.71
94041,2011,12,23.73
94507,2011,12,19.4
94597,2011,12,16.78
94709,2011,12,19.72
94949,2011,12,15.37
94542,2011,12,16.34
94065,2011,12,19.71
94305,2011,12,25.15
95030,2011,12,25.56
94517,2011,12,16.38
94019,2011,12,18.17
95130,2011,12,21.54
94572,2011,12,10.81
94505,2011,12,12.32
94925,2011,12,19.3
95119,2011,12,16.58
94027,2011,12,23.53
94930,2011,12,17.94
95033,2011,12,23.45
94028,2011,12,23.48
94939,2011,12,21.76
95139,2011,12,16.26
94105,2011,12,17.05
94005,2011,12,17.66
94710,2011,12,17.41
95046,2011,12,20.39
94111,2011,12,17.46
94525,2011,12,11.11
94038,2011,12,15.52
94937,2011,12,19.88
94158,2011,12,15.54
94970,2011,12,23.22
94020,2011,12,18.3
94565,2012,1,8.48
94112,2012,1,16.58
94544,2012,1,12.16
94110,2012,1,18.97
94587,2012,1,15.51
95035,2012,1,17.06
94538,2012,1,16.47
94501,2012,1,18.3
94536,2012,1,18.21
94513,2012,1,11.65
95111,2012,1,13.06
95127,2012,1,13.4
94806,2012,1,9.16
95123,2012,1,16
94509,2012,1,8.22
94122,2012,1,20.29
94080,2012,1,16.15
95122,2012,1,12.12
94109,2012,1,17.6
94015,2012,1,16.53
94541,2012,1,12.29
95020,2012,1,13.78
94087,2012,1,24.36
95051,2012,1,19.07
95125,2012,1,21.64
94539,2012,1,21.3
95112,2012,1,14.13
95014,2012,1,25.97
95116,2012,1,12.22
95148,2012,1,16.78
94601,2012,1,9.45
94014,2012,1,15.76
94550,2012,1,16.1
94553,2012,1,13.56
95136,2012,1,16.38
94901,2012,1,17.75
95037,2012,1,17.43
94086,2012,1,21.02
94025,2012,1,23.46
94560,2012,1,15.42
95008,2012,1,20.66
94577,2012,1,13.6
94303,2012,1,22.77
94116,2012,1,20.4
94121,2012,1,22.03
94546,2012,1,16.03
95124,2012,1,20.37
94551,2012,1,14.26
95129,2012,1,24.78
94118,2012,1,23.17
94605,2012,1,11.33
94066,2012,1,16.98
94403,2012,1,19.16
94010,2012,1,24.15
94520,2012,1,10.08
95132,2012,1,18.35
94117,2012,1,19.35
94583,2012,1,17.61
94124,2012,1,13.6
94568,2012,1,16.54
94555,2012,1,18.71
94804,2012,1,8.59
94606,2012,1,11.43
94134,2012,1,16.42
94561,2012,1,9.36
94566,2012,1,20.91
94044,2012,1,16.44
94578,2012,1,13.37
94523,2012,1,16.02
95120,2012,1,24.16
94401,2012,1,15.8
95128,2012,1,17.94
95121,2012,1,14.49
94132,2012,1,18.48
94115,2012,1,19.8
94521,2012,1,13.45
94404,2012,1,19.05
95070,2012,1,25.99
94621,2012,1,6.72
94061,2012,1,19.4
94582,2012,1,18.03
94526,2012,1,19.1
94531,2012,1,9.73
94040,2012,1,25.55
94114,2012,1,21.5
95117,2012,1,19.01
94801,2012,1,7.51
95050,2012,1,18.11
94611,2012,1,20.54
94063,2012,1,13.67
94603,2012,1,8.08
94545,2012,1,13
94598,2012,1,18.42
94580,2012,1,13.62
94941,2012,1,20.52
95131,2012,1,16.77
94002,2012,1,20.61
94133,2012,1,20.24
94306,2012,1,26.09
94608,2012,1,12.85
94062,2012,1,22.78
95133,2012,1,13.96
94610,2012,1,20.23
94530,2012,1,18.64
94602,2012,1,17.98
94402,2012,1,22.27
94549,2012,1,19.47
94903,2012,1,17.07
94043,2012,1,19.02
94131,2012,1,19.83
94070,2012,1,21.14
94518,2012,1,14.18
94102,2012,1,14.35
94947,2012,1,14.64
95054,2012,1,17.49
94607,2012,1,12.87
94619,2012,1,15.71
94107,2012,1,16.63
94103,2012,1,14.95
94123,2012,1,24.59
94085,2012,1,16.32
95032,2012,1,25.27
94579,2012,1,14.73
95135,2012,1,20.11
94547,2012,1,12.66
95118,2012,1,18.34
94609,2012,1,16.61
94030,2012,1,22.25
94024,2012,1,26.08
94704,2012,1,19.21
94519,2012,1,12.27
94564,2012,1,12.4
94596,2012,1,18.83
94803,2012,1,12.47
94588,2012,1,19.47
94506,2012,1,19.12
94022,2012,1,26.04
95138,2012,1,19.18
94089,2012,1,15.86
95126,2012,1,17
95110,2012,1,13.6
94703,2012,1,18.59
94127,2012,1,22.34
94502,2012,1,18.95
94595,2012,1,12.32
94706,2012,1,19.89
94301,2012,1,26.1
94805,2012,1,11.32
94702,2012,1,17.81
94960,2012,1,20.57
94563,2012,1,19.4
94945,2012,1,15.47
94707,2012,1,21.07
94552,2012,1,18.6
94618,2012,1,20.74
95134,2012,1,16.17
94705,2012,1,21.08
94920,2012,1,23.08
94108,2012,1,17.33
94965,2012,1,18.97
94904,2012,1,22.36
94556,2012,1,19.3
94612,2012,1,13.22
94708,2012,1,20.8
94041,2012,1,24.18
94507,2012,1,19.36
94597,2012,1,16.92
94709,2012,1,19.96
94949,2012,1,15.49
94542,2012,1,16.42
94065,2012,1,19.54
94305,2012,1,25.75
95030,2012,1,26.09
94517,2012,1,16.56
94019,2012,1,18.04
95130,2012,1,21.58
94572,2012,1,10.93
94505,2012,1,12.35
94925,2012,1,19.66
95119,2012,1,16.49
94027,2012,1,24.23
94930,2012,1,17.84
95033,2012,1,23.92
94028,2012,1,24.19
94939,2012,1,22.06
95139,2012,1,16.16
94105,2012,1,17.06
94005,2012,1,17.38
94710,2012,1,17.4
95046,2012,1,20.68
94111,2012,1,17.87
94525,2012,1,11.29
94038,2012,1,16.07
94937,2012,1,20.1
94158,2012,1,15.91
94970,2012,1,23.61
94020,2012,1,18.32
94565,2012,2,8.51
94112,2012,2,16.72
94544,2012,2,11.95
94110,2012,2,19.11
94587,2012,2,15.65
95035,2012,2,17.29
94538,2012,2,16.67
94501,2012,2,18.45
94536,2012,2,18.19
94513,2012,2,11.69
95111,2012,2,13.22
95127,2012,2,13.62
94806,2012,2,9.15
95123,2012,2,16.18
94509,2012,2,8.28
94122,2012,2,20.42
94080,2012,2,16.16
95122,2012,2,12.12
94109,2012,2,17.85
94015,2012,2,16.59
94541,2012,2,12.19
95020,2012,2,13.95
94087,2012,2,24.41
95051,2012,2,19.29
95125,2012,2,21.9
94539,2012,2,21.15
95112,2012,2,14.35
95014,2012,2,26.28
95116,2012,2,12.45
95148,2012,2,17.03
94601,2012,2,9.45
94014,2012,2,15.55
94550,2012,2,16.21
94553,2012,2,13.65
95136,2012,2,16.58
94901,2012,2,17.96
95037,2012,2,17.6
94086,2012,2,21.25
94025,2012,2,24.39
94560,2012,2,15.44
95008,2012,2,20.87
94577,2012,2,13.5
94303,2012,2,23.84
94116,2012,2,20.37
94121,2012,2,22.01
94546,2012,2,16.12
95124,2012,2,20.54
94551,2012,2,14.3
95129,2012,2,24.69
94118,2012,2,22.96
94605,2012,2,11.32
94066,2012,2,16.8
94403,2012,2,19.48
94010,2012,2,24.77
94520,2012,2,10.11
95132,2012,2,18.56
94117,2012,2,19.51
94583,2012,2,17.59
94124,2012,2,13.39
94568,2012,2,16.63
94555,2012,2,18.72
94804,2012,2,8.61
94606,2012,2,11.53
94134,2012,2,16.26
94561,2012,2,9.45
94566,2012,2,20.79
94044,2012,2,16.47
94578,2012,2,13.26
94523,2012,2,16.17
95120,2012,2,24.35
94401,2012,2,15.88
95128,2012,2,18.13
95121,2012,2,14.7
94132,2012,2,18.9
94115,2012,2,19.63
94521,2012,2,13.5
94404,2012,2,19.14
95070,2012,2,26.32
94621,2012,2,6.8
94061,2012,2,19.57
94582,2012,2,18.06
94526,2012,2,19.12
94531,2012,2,9.79
94040,2012,2,25.93
94114,2012,2,21.91
95117,2012,2,19.07
94801,2012,2,7.43
95050,2012,2,18.26
94611,2012,2,20.51
94063,2012,2,13.68
94603,2012,2,8.11
94545,2012,2,12.98
94598,2012,2,18.62
94580,2012,2,13.51
94941,2012,2,20.58
95131,2012,2,16.98
94002,2012,2,21.06
94133,2012,2,20.19
94306,2012,2,26.54
94608,2012,2,13.01
94062,2012,2,23.54
95133,2012,2,14.14
94610,2012,2,20.22
94530,2012,2,18.76
94602,2012,2,18.21
94402,2012,2,22.78
94549,2012,2,19.52
94903,2012,2,17.02
94043,2012,2,19.33
94131,2012,2,20.29
94070,2012,2,21.71
94518,2012,2,14.26
94102,2012,2,14.5
94947,2012,2,14.65
95054,2012,2,17.71
94607,2012,2,12.75
94619,2012,2,15.79
94107,2012,2,16.61
94103,2012,2,14.92
94123,2012,2,24.94
94085,2012,2,16.81
95032,2012,2,25.38
94579,2012,2,14.6
95135,2012,2,20.27
94547,2012,2,12.59
95118,2012,2,18.54
94609,2012,2,16.85
94030,2012,2,22.41
94024,2012,2,26.39
94704,2012,2,19.07
94519,2012,2,12.35
94564,2012,2,12.38
94596,2012,2,18.89
94803,2012,2,12.51
94588,2012,2,19.36
94506,2012,2,19.09
94022,2012,2,26.37
95138,2012,2,19.32
94089,2012,2,16.09
95126,2012,2,17.35
95110,2012,2,13.63
94703,2012,2,18.5
94127,2012,2,22.98
94502,2012,2,18.83
94595,2012,2,12.27
94706,2012,2,19.47
94301,2012,2,26.38
94805,2012,2,11.26
94702,2012,2,17.7
94960,2012,2,20.72
94563,2012,2,19.49
94945,2012,2,15.56
94707,2012,2,20.95
94552,2012,2,18.48
94618,2012,2,20.6
95134,2012,2,16.18
94705,2012,2,20.95
94920,2012,2,22.87
94108,2012,2,17.43
94965,2012,2,18.82
94904,2012,2,22.15
94556,2012,2,19.37
94612,2012,2,13.16
94708,2012,2,20.83
94041,2012,2,24.8
94507,2012,2,19.4
94597,2012,2,16.92
94709,2012,2,19.73
94949,2012,2,15.57
94542,2012,2,16.43
94065,2012,2,19.74
94305,2012,2,26.14
95030,2012,2,26.38
94517,2012,2,16.55
94019,2012,2,18.17
95130,2012,2,21.58
94572,2012,2,11
94505,2012,2,12.61
94925,2012,2,19.7
95119,2012,2,16.67
94027,2012,2,24.88
94930,2012,2,17.68
95033,2012,2,24.1
94028,2012,2,24.82
94939,2012,2,21.98
95139,2012,2,16.45
94105,2012,2,17.05
94005,2012,2,17.32
94710,2012,2,16.94
95046,2012,2,21.19
94111,2012,2,17.99
94525,2012,2,11.4
94038,2012,2,16.82
94937,2012,2,20.11
94158,2012,2,16.44
94970,2012,2,23.56
94020,2012,2,19.17
94565,2012,3,8.56
94112,2012,3,17.07
94544,2012,3,11.85
94110,2012,3,19.01
94587,2012,3,15.7
95035,2012,3,17.46
94538,2012,3,16.87
94501,2012,3,18.49
94536,2012,3,18.34
94513,2012,3,11.76
95111,2012,3,13.45
95127,2012,3,13.83
94806,2012,3,9.18
95123,2012,3,16.33
94509,2012,3,8.37
94122,2012,3,20.69
94080,2012,3,16.07
95122,2012,3,12.15
94109,2012,3,17.64
94015,2012,3,16.47
94541,2012,3,12.14
95020,2012,3,14.14
94087,2012,3,24.64
95051,2012,3,19.53
95125,2012,3,22.1
94539,2012,3,21.3
95112,2012,3,14.59
95014,2012,3,26.67
95116,2012,3,12.58
95148,2012,3,17.27
94601,2012,3,9.56
94014,2012,3,15.38
94550,2012,3,16.33
94553,2012,3,13.75
95136,2012,3,16.66
94901,2012,3,18.15
95037,2012,3,17.81
94086,2012,3,21.46
94025,2012,3,24.84
94560,2012,3,15.44
95008,2012,3,21.06
94577,2012,3,13.5
94303,2012,3,23.8
94116,2012,3,20.43
94121,2012,3,21.95
94546,2012,3,16.27
95124,2012,3,20.73
94551,2012,3,14.35
95129,2012,3,24.6
94118,2012,3,23.19
94605,2012,3,11.36
94066,2012,3,16.7
94403,2012,3,19.76
94010,2012,3,24.87
94520,2012,3,10.22
95132,2012,3,18.74
94117,2012,3,19.77
94583,2012,3,17.79
94124,2012,3,13.55
94568,2012,3,16.73
94555,2012,3,18.9
94804,2012,3,8.64
94606,2012,3,11.77
94134,2012,3,16.24
94561,2012,3,9.5
94566,2012,3,20.83
94044,2012,3,16.36
94578,2012,3,13.18
94523,2012,3,16.28
95120,2012,3,24.23
94401,2012,3,15.9
95128,2012,3,18.41
95121,2012,3,14.85
94132,2012,3,18.88
94115,2012,3,19.39
94521,2012,3,13.61
94404,2012,3,19.34
95070,2012,3,26.75
94621,2012,3,6.82
94061,2012,3,19.79
94582,2012,3,18.2
94526,2012,3,19.22
94531,2012,3,9.84
94040,2012,3,26.47
94114,2012,3,22.22
95117,2012,3,19.28
94801,2012,3,7.39
95050,2012,3,18.47
94611,2012,3,20.84
94063,2012,3,14.04
94603,2012,3,8.18
94545,2012,3,12.83
94598,2012,3,18.84
94580,2012,3,13.43
94941,2012,3,20.83
95131,2012,3,17.22
94002,2012,3,21.32
94133,2012,3,20.15
94306,2012,3,27.07
94608,2012,3,13.15
94062,2012,3,23.88
95133,2012,3,14.31
94610,2012,3,20.54
94530,2012,3,18.71
94602,2012,3,18.56
94402,2012,3,22.99
94549,2012,3,19.67
94903,2012,3,17.03
94043,2012,3,19.56
94131,2012,3,20.79
94070,2012,3,21.96
94518,2012,3,14.3
94102,2012,3,14.69
94947,2012,3,14.79
95054,2012,3,18.06
94607,2012,3,12.91
94619,2012,3,15.97
94107,2012,3,16.66
94103,2012,3,15.02
94123,2012,3,25.11
94085,2012,3,17.05
95032,2012,3,25.74
94579,2012,3,14.56
95135,2012,3,20.4
94547,2012,3,12.69
95118,2012,3,18.8
94609,2012,3,16.96
94030,2012,3,22.43
94024,2012,3,26.8
94704,2012,3,19.12
94519,2012,3,12.45
94564,2012,3,12.42
94596,2012,3,18.97
94803,2012,3,12.55
94588,2012,3,19.3
94506,2012,3,19.13
94022,2012,3,26.76
95138,2012,3,19.38
94089,2012,3,16.36
95126,2012,3,17.67
95110,2012,3,13.82
94703,2012,3,18.64
94127,2012,3,23.13
94502,2012,3,18.92
94595,2012,3,12.64
94706,2012,3,19.24
94301,2012,3,26.84
94805,2012,3,11.3
94702,2012,3,17.77
94960,2012,3,21.17
94563,2012,3,19.62
94945,2012,3,15.5
94707,2012,3,21.13
94552,2012,3,18.55
94618,2012,3,20.89
95134,2012,3,16.15
94705,2012,3,21.05
94920,2012,3,23.1
94108,2012,3,17.23
94965,2012,3,19.01
94904,2012,3,22.46
94556,2012,3,19.56
94612,2012,3,13.24
94708,2012,3,21.15
94041,2012,3,25.53
94507,2012,3,19.51
94597,2012,3,17.07
94709,2012,3,20.05
94949,2012,3,15.53
94542,2012,3,16.77
94065,2012,3,20.06
94305,2012,3,26.4
95030,2012,3,26.83
94517,2012,3,16.51
94019,2012,3,18.04
95130,2012,3,21.75
94572,2012,3,11.03
94505,2012,3,12.96
94925,2012,3,20.01
95119,2012,3,16.94
94027,2012,3,24.99
94930,2012,3,18.02
95033,2012,3,24.02
94028,2012,3,25.04
94939,2012,3,22.36
95139,2012,3,16.85
94105,2012,3,17.17
94005,2012,3,16.98
94710,2012,3,16.64
95046,2012,3,21.41
94111,2012,3,17.82
94525,2012,3,11.64
94038,2012,3,17.13
94937,2012,3,20.47
94158,2012,3,16.64
94970,2012,3,23.87
94020,2012,3,19.18
94565,2012,4,8.57
94112,2012,4,17.02
94544,2012,4,11.66
94110,2012,4,19.11
94587,2012,4,15.64
95035,2012,4,17.49
94538,2012,4,17.03
94501,2012,4,18.96
94536,2012,4,18.44
94513,2012,4,11.9
95111,2012,4,13.3
95127,2012,4,13.66
94806,2012,4,9.19
95123,2012,4,16.17
94509,2012,4,8.39
94122,2012,4,20.76
94080,2012,4,16.12
95122,2012,4,11.92
94109,2012,4,17.81
94015,2012,4,16.49
94541,2012,4,12.03
95020,2012,4,14.11
94087,2012,4,24.62
95051,2012,4,20.04
95125,2012,4,22.42
94539,2012,4,21.83
95112,2012,4,14.41
95014,2012,4,26.5
95116,2012,4,12.39
95148,2012,4,17.12
94601,2012,4,9.6
94014,2012,4,15.41
94550,2012,4,16.39
94553,2012,4,13.7
95136,2012,4,16.6
94901,2012,4,18.25
95037,2012,4,17.88
94086,2012,4,21.72
94025,2012,4,24.79
94560,2012,4,15.31
95008,2012,4,21.41
94577,2012,4,13.45
94303,2012,4,23.78
94116,2012,4,20.31
94121,2012,4,22.07
94546,2012,4,16.31
95124,2012,4,21.15
94551,2012,4,14.29
95129,2012,4,24.44
94118,2012,4,24.28
94605,2012,4,11.53
94066,2012,4,16.68
94403,2012,4,19.99
94010,2012,4,24.71
94520,2012,4,10.26
95132,2012,4,18.8
94117,2012,4,20.28
94583,2012,4,17.9
94124,2012,4,13.26
94568,2012,4,16.72
94555,2012,4,19.14
94804,2012,4,8.67
94606,2012,4,11.97
94134,2012,4,15.99
94561,2012,4,9.57
94566,2012,4,21.07
94044,2012,4,16.29
94578,2012,4,13.07
94523,2012,4,16.41
95120,2012,4,23.76
94401,2012,4,16
95128,2012,4,18.66
95121,2012,4,14.72
94132,2012,4,18.56
94115,2012,4,19.61
94521,2012,4,13.57
94404,2012,4,19.51
95070,2012,4,26.55
94621,2012,4,6.92
94061,2012,4,20.28
94582,2012,4,18.33
94526,2012,4,19.41
94531,2012,4,9.91
94040,2012,4,26.27
94114,2012,4,22.62
95117,2012,4,19.67
94801,2012,4,7.33
95050,2012,4,18.83
94611,2012,4,21.45
94063,2012,4,14.57
94603,2012,4,8.18
94545,2012,4,12.73
94598,2012,4,18.93
94580,2012,4,13.32
94941,2012,4,20.94
95131,2012,4,17.29
94002,2012,4,21.57
94133,2012,4,20.17
94306,2012,4,26.9
94608,2012,4,13.51
94062,2012,4,23.92
95133,2012,4,14.23
94610,2012,4,21.34
94530,2012,4,18.96
94602,2012,4,19.09
94402,2012,4,22.88
94549,2012,4,19.8
94903,2012,4,17.22
94043,2012,4,19.79
94131,2012,4,21.04
94070,2012,4,22.14
94518,2012,4,14.24
94102,2012,4,14.67
94947,2012,4,15.02
95054,2012,4,18.27
94607,2012,4,13.36
94619,2012,4,16.02
94107,2012,4,16.79
94103,2012,4,15.25
94123,2012,4,25.64
94085,2012,4,16.97
95032,2012,4,25.67
94579,2012,4,14.47
95135,2012,4,20.62
94547,2012,4,12.69
95118,2012,4,18.97
94609,2012,4,17.42
94030,2012,4,22.28
94024,2012,4,26.6
94704,2012,4,19.51
94519,2012,4,12.41
94564,2012,4,12.35
94596,2012,4,19.07
94803,2012,4,12.52
94588,2012,4,19.5
94506,2012,4,19.16
94022,2012,4,26.51
95138,2012,4,19.64
94089,2012,4,16.43
95126,2012,4,17.93
95110,2012,4,13.86
94703,2012,4,18.99
94127,2012,4,23.21
94502,2012,4,19.22
94595,2012,4,12.85
94706,2012,4,19.3
94301,2012,4,26.69
94805,2012,4,11.42
94702,2012,4,18.17
94960,2012,4,21.4
94563,2012,4,19.76
94945,2012,4,15.4
94707,2012,4,21.59
94552,2012,4,18.76
94618,2012,4,21.52
95134,2012,4,16.13
94705,2012,4,21.56
94920,2012,4,23.4
94108,2012,4,17.56
94965,2012,4,19.36
94904,2012,4,22.73
94556,2012,4,19.71
94612,2012,4,13.47
94708,2012,4,21.72
94041,2012,4,25.76
94507,2012,4,19.66
94597,2012,4,17.2
94709,2012,4,20.45
94949,2012,4,15.47
94542,2012,4,16.9
94065,2012,4,20.43
94305,2012,4,25.85
95030,2012,4,26.63
94517,2012,4,16.5
94019,2012,4,18.3
95130,2012,4,22.22
94572,2012,4,10.94
94505,2012,4,13.22
94925,2012,4,20.29
95119,2012,4,16.82
94027,2012,4,24.85
94930,2012,4,18.36
95033,2012,4,23.81
94028,2012,4,24.94
94939,2012,4,22.5
95139,2012,4,16.72
94105,2012,4,18.04
94005,2012,4,16.93
94710,2012,4,16.84
95046,2012,4,21.21
94111,2012,4,17.98
94525,2012,4,11.68
94038,2012,4,17.6
94937,2012,4,20.93
94158,2012,4,16.69
94970,2012,4,24.18
94020,2012,4,19.69
94565,2012,5,8.59
94112,2012,5,16.89
94544,2012,5,11.64
94110,2012,5,18.83
94587,2012,5,15.72
95035,2012,5,17.4
94538,2012,5,17.12
94501,2012,5,19.43
94536,2012,5,18.48
94513,2012,5,11.92
95111,2012,5,13.17
95127,2012,5,13.53
94806,2012,5,9.18
95123,2012,5,16.08
94509,2012,5,8.43
94122,2012,5,20.96
94080,2012,5,16.28
95122,2012,5,11.83
94109,2012,5,18.05
94015,2012,5,16.7
94541,2012,5,11.97
95020,2012,5,14.05
94087,2012,5,24.84
95051,2012,5,20.11
95125,2012,5,22.69
94539,2012,5,22.28
95112,2012,5,14.32
95014,2012,5,26.34
95116,2012,5,12.26
95148,2012,5,17.04
94601,2012,5,9.62
94014,2012,5,15.57
94550,2012,5,16.45
94553,2012,5,13.6
95136,2012,5,16.51
94901,2012,5,18.33
95037,2012,5,17.81
94086,2012,5,21.76
94025,2012,5,24.78
94560,2012,5,15.25
95008,2012,5,21.68
94577,2012,5,13.5
94303,2012,5,23.62
94116,2012,5,20.57
94121,2012,5,22.42
94546,2012,5,16.36
95124,2012,5,21.48
94551,2012,5,14.43
95129,2012,5,24.71
94118,2012,5,24.71
94605,2012,5,11.59
94066,2012,5,16.83
94403,2012,5,19.98
94010,2012,5,24.67
94520,2012,5,10.3
95132,2012,5,18.81
94117,2012,5,20.77
94583,2012,5,17.99
94124,2012,5,13.35
94568,2012,5,16.72
94555,2012,5,19.37
94804,2012,5,8.75
94606,2012,5,12.3
94134,2012,5,15.96
94561,2012,5,9.66
94566,2012,5,21.24
94044,2012,5,16.44
94578,2012,5,13
94523,2012,5,16.33
95120,2012,5,23.39
94401,2012,5,16.12
95128,2012,5,18.79
95121,2012,5,14.65
94132,2012,5,18.21
94115,2012,5,19.89
94521,2012,5,13.5
94404,2012,5,19.5
95070,2012,5,26.36
94621,2012,5,7.02
94061,2012,5,20.25
94582,2012,5,18.43
94526,2012,5,19.46
94531,2012,5,9.98
94040,2012,5,26.02
94114,2012,5,23.1
95117,2012,5,19.91
94801,2012,5,7.29
95050,2012,5,18.95
94611,2012,5,21.96
94063,2012,5,14.92
94603,2012,5,8.25
94545,2012,5,12.69
94598,2012,5,18.91
94580,2012,5,13.25
94941,2012,5,21.4
95131,2012,5,17.37
94002,2012,5,21.63
94133,2012,5,20.23
94306,2012,5,26.71
94608,2012,5,13.83
94062,2012,5,23.86
95133,2012,5,14.07
94610,2012,5,21.95
94530,2012,5,19.03
94602,2012,5,19.59
94402,2012,5,22.96
94549,2012,5,19.86
94903,2012,5,17.39
94043,2012,5,19.96
94131,2012,5,20.8
94070,2012,5,22.04
94518,2012,5,14.15
94102,2012,5,14.48
94947,2012,5,15.18
95054,2012,5,18.34
94607,2012,5,13.69
94619,2012,5,16.17
94107,2012,5,16.92
94103,2012,5,15.34
94123,2012,5,25.59
94085,2012,5,16.65
95032,2012,5,25.81
94579,2012,5,14.42
95135,2012,5,20.7
94547,2012,5,12.62
95118,2012,5,19.12
94609,2012,5,18.16
94030,2012,5,22.18
94024,2012,5,26.4
94704,2012,5,19.48
94519,2012,5,12.39
94564,2012,5,12.32
94596,2012,5,19.1
94803,2012,5,12.51
94588,2012,5,19.69
94506,2012,5,19.21
94022,2012,5,26.31
95138,2012,5,19.76
94089,2012,5,16.35
95126,2012,5,17.92
95110,2012,5,13.97
94703,2012,5,19.24
94127,2012,5,22.88
94502,2012,5,19.53
94595,2012,5,13.11
94706,2012,5,19.15
94301,2012,5,26.53
94805,2012,5,11.7
94702,2012,5,18.39
94960,2012,5,21.43
94563,2012,5,19.8
94945,2012,5,15.44
94707,2012,5,21.93
94552,2012,5,18.91
94618,2012,5,22.03
95134,2012,5,16.05
94705,2012,5,21.93
94920,2012,5,23.78
94108,2012,5,18.05
94965,2012,5,19.88
94904,2012,5,23.43
94556,2012,5,19.73
94612,2012,5,13.8
94708,2012,5,21.94
94041,2012,5,25.77
94507,2012,5,19.7
94597,2012,5,17.15
94709,2012,5,20.74
94949,2012,5,15.75
94542,2012,5,16.78
94065,2012,5,20.59
94305,2012,5,25.39
95030,2012,5,26.44
94517,2012,5,16.43
94019,2012,5,18.47
95130,2012,5,22.48
94572,2012,5,10.9
94505,2012,5,13.42
94925,2012,5,20.69
95119,2012,5,16.68
94027,2012,5,24.84
94930,2012,5,18.52
95033,2012,5,23.46
94028,2012,5,24.92
94939,2012,5,22.97
95139,2012,5,16.63
94105,2012,5,18.8
94005,2012,5,16.9
94710,2012,5,17.65
95046,2012,5,20.79
94111,2012,5,18.14
94525,2012,5,11.74
